problem,method,best,mean,median,std,worst,succ_rate,mean_ett,mean_wall,finals,obj_mean,obj_best,feas_rate,cfg_best
Rastrigin,LLH:VNS,1.614806278441577,5.003242602576586,4.725518418785413,2.11038327084056,9.195073445633781,0.0,-1,0.15479638576507568,"[9.143553, 4.852508, 9.195073, 6.032757, 5.370353, 3.068529, 3.441004, 4.910517, 6.236992, 3.183906, 2.374547, 5.341387, 9.079539, 2.959337, 7.164349, 6.168618, 4.394091, 8.05573, 7.233738, 2.403858, 2.654837, 5.031528, 1.614806, 4.262889, 4.598529, 3.16497, 3.45317, 3.33325, 7.131309, 4.241607]",,,,
Rastrigin,LLH:LNS,7.540805280998796,20.20168872214271,19.6792218544714,4.690827189002659,27.67181461438794,0.0,-1,0.23998784224192302,"[27.671815, 27.488012, 18.689171, 17.664245, 12.966691, 14.317712, 14.970132, 23.204396, 25.644881, 18.816838, 18.889123, 19.828217, 26.644891, 7.540805, 22.817025, 22.929287, 25.524054, 13.349392, 19.530226, 17.076829, 21.829834, 22.457769, 18.131543, 19.259059, 18.610283, 25.196381, 25.529469, 20.776597, 16.742375, 21.953608]",,,,
Rastrigin,LLH:DE/rand/1,1.9900432221336928,8.882095733543535,7.713372368034328,6.005603204389229,23.92227839384303,0.0,-1,0.19911298751831055,"[22.487137, 8.95467, 2.699264, 11.286715, 9.50701, 1.990043, 9.951005, 10.975474, 3.067366, 2.985346, 6.188105, 8.984646, 23.922278, 7.175779, 4.976506, 9.782266, 7.979017, 4.859651, 4.369864, 9.21214, 4.983342, 7.825571, 4.976383, 5.125917, 7.601174, 21.819683, 5.134317, 23.146967, 5.940932, 8.554304]",,,,
Rastrigin,LLH:DE/best/1,10.944687467803845,28.614795793397892,23.421981670321316,14.216584136507137,56.783516771657204,0.0,-1,0.12492506504058838,"[27.869447, 26.863966, 24.873931, 10.944687, 41.032729, 12.942619, 14.927402, 14.924376, 53.522894, 56.712357, 50.747723, 27.858814, 56.783517, 45.839003, 14.924611, 33.828473, 28.853742, 13.929513, 20.894134, 32.833573, 21.88906, 44.772986, 48.752859, 20.895307, 21.970032, 15.929518, 21.88907, 19.899749, 11.94115, 19.396633]",,,,
Rastrigin,LLH:PSO,87.99351307394542,126.59391681169198,125.21570383566637,18.555330428835045,167.78833615461093,0.0,-1,0.07410931587219238,"[148.625909, 126.025443, 105.545729, 104.604862, 87.993513, 144.179623, 116.735351, 151.198887, 114.322859, 127.585663, 110.361059, 157.931337, 104.828924, 111.322097, 146.487333, 131.018605, 129.304408, 116.04872, 167.788336, 113.317107, 101.384868, 121.643782, 122.947361, 152.185908, 147.029191, 127.063949, 124.405965, 132.951107, 118.992357, 133.987252]",,,,
Rastrigin,LLH:perturb-V,77.88066405892279,113.14952170659116,113.58129545481198,18.436052100005572,150.88172006982575,0.0,-1,0.04914200305938721,"[144.356188, 119.986739, 84.693709, 98.977042, 77.880664, 115.984322, 112.633808, 141.438394, 106.119688, 103.977217, 89.922502, 140.702517, 88.533557, 110.523226, 126.311929, 114.932793, 118.642791, 94.31067, 150.88172, 91.97322, 100.286149, 103.193523, 106.688129, 121.481795, 145.864104, 115.276415, 110.96594, 117.801429, 114.528783, 125.616687]",,,,
Rastrigin,LLH:perturb-w,73.51921953118931,114.26179335573869,113.82752375098455,18.610369718123156,148.5526125046809,0.0,-1,0.07677513758341471,"[128.264162, 114.818916, 102.797853, 95.125394, 85.049884, 124.38057, 112.836132, 129.252312, 107.148619, 127.322182, 96.118023, 138.018612, 94.598371, 73.51922, 136.601408, 123.326566, 127.466381, 111.198952, 148.552613, 94.341656, 85.271146, 99.097361, 122.946212, 139.618448, 129.896763, 104.985465, 101.205584, 131.699427, 108.453238, 133.94233]",,,,
Rastrigin,LLH:perturb-share,79.79262655002655,116.36970145269177,115.28903350495774,19.68369878425391,163.33945255105104,0.0,-1,0.09668343861897787,"[123.316031, 114.549628, 102.503473, 82.530138, 79.792627, 135.677183, 100.80998, 149.837297, 113.792692, 124.820308, 103.936942, 153.535478, 100.684822, 109.575946, 127.843868, 128.792508, 115.676845, 116.004724, 163.339453, 95.807866, 84.511374, 119.700384, 113.039258, 120.5638, 140.775909, 117.354476, 114.901222, 132.948458, 104.684365, 99.783988]",,,,
Rastrigin,LLH:swap-hybrid,78.6601984606481,115.20158602451521,115.33081343164793,20.88159868871475,156.2146896717586,0.0,-1,0.09003931681315104,"[147.064223, 121.925874, 93.798973, 85.449383, 78.660198, 131.089369, 111.258183, 145.366606, 90.156965, 121.879886, 95.695809, 144.945583, 78.800062, 94.790536, 144.016409, 109.407229, 127.708316, 105.971773, 156.21469, 102.087046, 85.199969, 115.311342, 113.871569, 121.494579, 131.810988, 125.847403, 115.350285, 117.008529, 114.80826, 129.057543]",,,,
Rastrigin,LLH:swap-fluid,77.88066149962657,113.15030660916885,113.58165569414658,18.436117386933617,150.8818714959488,0.0,-1,0.08883259296417237,"[144.357302, 119.986738, 84.693845, 98.978713, 77.880661, 115.985246, 112.634401, 141.438833, 106.119964, 103.97723, 89.922337, 140.702156, 88.533852, 110.523252, 126.316145, 114.933301, 118.645721, 94.310968, 150.881871, 91.973285, 100.286194, 103.201339, 106.688128, 121.482462, 145.86486, 115.276534, 110.965918, 117.802126, 114.52891, 125.616903]",,,,
Ackley,HH-UCB,0.31261198170152626,1.4526134773616661,1.343512818067412,0.7698654180097069,3.8099184668310753,0.0,-1,0.21925303141276042,"[2.002439, 2.076238, 0.909921, 1.111288, 0.394996, 1.224543, 0.312612, 1.4919, 1.20461, 1.395731, 0.360534, 2.164737, 0.830132, 0.551513, 1.059239, 1.479259, 1.237545, 0.78334, 2.298245, 0.684476, 2.092501, 3.809918, 0.999925, 1.291295, 1.54534, 1.68406, 1.698963, 2.995925, 2.171656, 1.715526]",,,,
Ackley,HH-Random,0.11089487767130324,1.5090214214944284,1.5430092443750767,0.7495417583381527,3.038299784239275,0.0,-1,0.1991349458694458,"[1.016514, 3.0383, 1.227287, 1.446688, 2.778828, 2.406453, 0.275175, 1.649949, 2.597233, 1.205421, 1.990543, 1.817712, 1.76446, 2.024745, 1.959384, 1.766114, 1.217423, 1.58798, 1.364726, 0.725914, 1.792152, 1.538545, 1.363053, 1.411913, 1.547474, 0.110895, 0.508057, 0.325284, 2.591223, 0.221197]",,,,
Ackley,LLH:SA,1.817615469784951,2.7839994043653444,2.834709433919054,0.44734458714341935,3.5218856146153077,0.0,-1,0.130632217725118,"[2.396935, 3.263621, 3.385067, 3.521886, 1.817615, 2.792161, 2.986446, 2.587751, 2.909368, 3.254197, 3.209421, 2.855395, 1.971032, 2.406482, 3.013997, 3.175371, 2.945708, 1.918357, 2.489105, 2.521669, 2.719305, 3.357542, 3.042646, 2.321767, 2.814024, 2.323898, 3.166055, 2.718434, 2.39192, 3.242807]",,,,
